comment,rating,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Проблемы,speed,quality,staff,execution,solved
спасибо.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
благадарю специалиста,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"очень быстро и качественно, спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
спасибо большое! всё сделано супер!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,True,False
комод убран. большое спасибо за оперативное решение,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
хочу выразить особую благодарность татьяне за проявленный интерес к моему вопросу!,5,1.0,1.0,1.0,0.0,1.0,0.0,False,False,False,False,False
очень быстро отреагировали и устранили проблему,5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,True,False
спасибо большое за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
вот теперь все данные правильно внесены. спасибо.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо за оперативную помощь,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
спасибо! ключи рабочие,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"круто , быстро ,спасибо",5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,True,False,False
"быстро, эффективно!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
все отлично,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
отличный сантехник!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
спасибо!!!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
очень оперативно. спасибо,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
как оперативно! благодарю!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
благодарю за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
быстро среагировали и решили проблему. спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,True
быстро сделали.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False
добрый день! вопрос решен очень быстро! благодарю за работу и оперативность,5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,True,False
спасибо за консультацию,5,1.0,1.0,0.0,0.0,1.0,0.0,False,False,True,False,False
быстро,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"все хорошо, очень доступно все объяснили",5,1.0,1.0,0.0,0.0,1.0,0.0,False,True,False,False,True
спасибо за оперативность!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
мастер на все руки! спасибо большое,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
отличный мастер,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"да, спасибо. пока не сломали",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
оперативная работа,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False
все очень быстро и качественно сделал сантехник сергей!,5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,False,False,False
спасибо огромное,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"большое спасибо, очень внимательно и клиентоориентированность на высшем уровне",5,1.0,1.0,1.0,1.0,1.0,0.0,False,False,True,False,False
спасибо большое за оперативное решение,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
отличное обслуживание.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
всё решили,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
спасибо за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"быстро выявили ошибку в показаниях, и не стала делать в убыток мне . позвонила мне , уточнила и решила всё. огромное спасибо вам . меняется в лучшую сторону",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
ключи работают.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо большое! выполнили работу быстро и аккуратно!,5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,True,False
"все быстро, качественно, как договорились. спасибо.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
всё отлично! спасибо большое!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
самый вежливый работник,5,1.0,1.0,0.0,0.0,1.0,0.0,False,False,True,False,False
четко и я оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
очень быстро!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
спасибо за выписки. счет на эту сумму когда подкрепят в приложение?,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"достаточно быстро, спасибо !",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"оперативно устранили, дали консультацию",5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,True,False
спасибо огромное специалисту за оперативность и профессионализм.,5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
"напор стал хорошим, спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
благодарю за качественную и оперативную работу сотрудников ук! с наилучшими пожеланиями к вам!,5,1.0,1.0,0.0,1.0,1.0,0.0,False,False,False,False,False
все отлично! спасибо за быстрое устранение проблемы,5,1.0,1.0,0.0,1.0,1.0,0.0,True,True,True,False,False
"оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду.",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,True
виталик молодец.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
"спасибо большое, что все быстро починили!!! спасибо за хорошую работу!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. вопрос решен.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,False
самый лучший клиентский менеджер!!! всегда идеально решает все вопросы!!!,5,1.0,1.0,1.0,0.0,1.0,0.0,False,True,False,False,False
быстро устранили проблему,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False
заявка выполнена мгновенно,5,1.0,1.0,0.0,1.0,1.0,0.0,False,False,False,False,False
спасибо татьяне! быстро и понятно все объяснила!,5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,True,False,False
быстрая реакция на обращение. на данный момент протечек нет.,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False
благодарю!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо большое,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"вопрос был решен оперативно . спасибо как сантехнику , так и менеджеру . к сожалению не спросила имена .",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
выполнено быстро и качественно. починили перила.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,True,False
спасибо за оперативно отработанную заявку,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
очень грамотный специалист. устранил моментально.,5,1.0,0.0,1.0,0.0,0.0,0.0,True,False,True,False,False
спасибо за оперативную уборку!,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"проблема решена с дверью,взаимодействие с овд игнорировано.",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,False,False
"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре.",4,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
лучший!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
спасибо сегодня возвращался домой и запаха не почувствовал,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
электрик прибежал оперативно и отключил сигнал пожарной тревоги.,5,1.0,0.0,1.0,1.0,1.0,0.0,True,False,False,False,False
большое спасибо! очень оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
все быстро и оперативно. спасибо,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
благодарю!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение",4,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
спасибо за прямую связь со специалистом который смог устранить неисправность!,5,1.0,1.0,0.0,1.0,1.0,0.0,False,False,True,False,False
"проблема решена, теперь всё работает как надо",5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True
спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос вы ответили!!! спасибо вам большое.!!!",5,1.0,1.0,1.0,0.0,1.0,0.0,False,False,True,False,False
большое спасибо. все нормально работает.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
очень оперативно! вс исправили,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False
"быстро, качествено и оперативно.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"отзвонились, зафиксировали, дежурный электрик молодец",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
всё очень быстро сделали,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False
спасибо огромное за быстрое решение моей заявки!,5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,True,False,False
"электрик пришел, все проверил и нам объяснил все. спасибо большое!",5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False
"только положительные эмоции,специалист очень ответственный,огромная благодарность!",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
откусили конец сгоревшего ноля. заменили левый автомат. будем наблюдать далее.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
мастеру александру спасибо большое!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"вежливые, доброжелательные. разъяснили, подсказали.",5,1.0,1.0,0.0,0.0,1.0,0.0,False,False,False,False,False
хорошая девушка менеджер ! очень понятливая и на 100 вошла в положение всех жителей и донесла это до руководства ! благодарю её!,5,1.0,1.0,1.0,0.0,1.0,0.0,False,False,False,False,False
спасибо большое за оперативность! хорошего дня вам!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
все хорошо ! быстро пришел мастер сделал все четко .,5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,False,True
"самое главное,оперативно.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
прекрасный мастер,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"сергей анатольевич, мастер своего дела. выполнил работу быстро и качественно, спасибо.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,False,False
"отличный специалист, вопрос решен. спасибо.",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,True,False
устранили неполадку очень оперативно и качественно. большое спасибо.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,True,False
"сделали после того,как написали в наш город заявки соседи",1,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True,False
"оперативно и быстро,спасибо сергею!",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
спасибо вы классные,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо большое,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
в лучшем виде,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"благодарю за оперативное устранение проблемы! отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
спасибо большое вам за работу!,5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False
все быстро и оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"вопрос решен,ну мусорка снова полная.можно поставить два контейнера?",4,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
"спасибо! не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
приехали быстро. спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
всё быстро . работа выполнена,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
благодарю за оперативность!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"спасибо, отлично",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
спасибо за быструю реакцию!,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
все супер,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
все отлично.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
претензий нет,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"спасибо большое мастеру, все починил, объяснил!",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
спасибо большое всем кто помог решить данную проблему,5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False
"спасибо огромное петрине оксане вдадимировне. из 5 заявок только она смогла правильно ответить на заявку. а остальных можете увольнять ,работают видно для галочки.",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
спасибо огромное,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
все очень хорошо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
быстро и четко!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
замечательный шутро и быстро сделали молодец,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,False,True,False
спасибо. решили оперативно!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,True
быстро качественно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
отличный специалист!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
спасибо никита,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
оперативно. очень вежливый сантехник. приятно было общаться и получить решение проблемы через 25 минут. спасибо.,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
спасибо за оперативность.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо за информацию!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
очень нравится что стали поливать газон,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
мастер супер!!!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,True,True,False,False
спасибо большое за скорость,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
спасибо дежурному сантехнику,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"оперативно,спасибо",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
сотрудник позвонил и всё понятно объяснил. спасибо.,5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False
спасибо вам татьяна. хорошего дня,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
благодарю ук за оперативность и решение моего вопроса.,5,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False
хорошо,1,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
спасибо за оперативность!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"сотрудник супер,вежливый и работа выполнена на 5",5,1.0,1.0,1.0,0.0,1.0,0.0,False,True,True,False,False
спасибо. очень быстро приняли меры.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
все доступно объяснили.,5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False
"отличный специалист. все показал, рассказал объяснил.",5,1.0,1.0,1.0,0.0,1.0,0.0,False,False,True,False,False
"отзывчивые менеджеры, всем спасибо за быстроту",5,1.0,0.0,1.0,0.0,1.0,0.0,True,False,True,False,False
"дана консультация, жду решения",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
очень оперативно! спасибо большое!!!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
оперативно и четко решен вопрос. благодарю.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
все на высшем уровне,5,1.0,1.0,0.0,0.0,1.0,0.0,False,False,False,False,False
спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо,что включили кран",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
лучший специалист! спасибо,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"проблема не решена,но даны исчерпывающие разъяснения и рекомеедации",5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False
идеально!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
спасибо большое за помощь!мария решила быстро вопрос.настоящий специалист.,5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
"супер, спасибо !",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
"все прошло быстро,спасибо сотруднику.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
"благодаря помощи анастасии, быстро всё решили. отличная, оперативная работа",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,True
быстро и оперативно спасибо мастеру,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
спасибо за вашу работу!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
все устранили в короткие сроки. молодцы,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False
"быстро, качественно, без лишних вопросов и нюансов",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
"оперативно, качественно! спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
отличная работа,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо за быстрое решение вопроса!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо за вашу работу,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
очень оперативно. спасибо,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
мгновенно. спасибо,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"оказалось, что это не авария, а нюансы системы водоснабжения и отопления. всё подробно объяснили, спасибо!",5,1.0,1.0,0.0,0.0,1.0,0.0,False,False,True,False,False
"спасибо. отличная работа, прекрасный коллектив",5,1.0,1.0,1.0,0.0,1.0,0.0,False,False,True,False,False
спасибо оперативно устранили проблему.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
быстро понятно спасибо,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
вопрос решен,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
спасибо за проявленное участие и инциативу.,4,1.0,1.0,0.0,0.0,1.0,0.0,True,False,True,False,False
ок.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
хоть на заявки быстро отреагировали,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
заменили,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо большое за оперативное реагирование и устранение неисправностей!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
большое спасибо за оперативность решения вопроса!,5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,True,False,False
грамотный специалист.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"электрик быстро пришёл и всё устранил! спасибо, очень доволен работой!",5,1.0,1.0,1.0,0.0,0.0,0.0,True,False,True,False,False
"спасибо за оперативность, желательно проверить и другие столбы освещения",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
супер оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
быстро умтранили,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
оперативно и качественно мастер решил проблему! огромное спасибо ему.,5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,False,False
"быстро исправили, спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
супер!!!!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
благодарю за помощь!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"оперативно, аккуратно, в удобное время.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
"быстро обработали заявку, спасибо за оперативность",5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,True,False,False
спасибо большое.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
благодарю !,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"молодцы, спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
всё сделали отлично,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
хороший мастер сделал всё быстро,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
проблема решена после того как сходил в офис и разьяснил на пальцах,3,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
"работа выполнена, в кратчайший срок. благодарю",5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False
"мастер пришел на следующий день и ответил на все вопросы, выдал рекомендации по устранению проблемы. спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
все сделали очень быстро! спасибо большое!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"при личном общении были решены все вопросы, полное взаимопонимание, отлично выполненная работа...",5,1.0,1.0,0.0,1.0,1.0,0.0,False,True,False,False,False
супер оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
всё супер,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
"спасибо, всё оперативно сделано!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"спасибо,отреагировали очень быстро!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"очень быстро отреагировали..посмотрим ,как дальше будет..",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"здравствуйте. спасибо геннадию за работу. все проверил и решил работу. просьба если ранее вопрос не решен, то не закрывать заявки просто так, а передавать информацию специалистам в указанной сфере.",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"благодарю за оперативное решение. ответственный сотрудник держал меня в курсе выполнения заявки,за что ему отдельное спасибо.очень клиентоориентированный подход! спасибо!",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
спасибо! очень оперативно! 5,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"вауу, супер спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
наконец то. спасибо.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"огромное спасибо, очень помогли! быстро и профессионально!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,True
"все нормально, спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо огромное татьяне, вопрос решился очень оперативно и четко.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
большое спасибо мастеру,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо оператору, деж. аварийной смене за оперативную работу!!!",5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"проблему решили временно, надеюсь люк поменяют",1,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
"отреагировали оперативно, проблему решили и исправили по звонку телефона!",5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,True,True
ольга птушкина очень быстро и грамотно решила наш вопрос .большое спасибо !!!,5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
спасибо за обратную связь!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
очень оперативно внесли данные по поверке,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"спасибо вам большое, быстро среагировали",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
решилось само собой,2,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"сантехник очень быстро отключил воду, а сварщик очень быстро и качественно устранил проблему вновь, надеюсь, больше не увидимся",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,False,False,False
быстро среагировали,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
спасибо за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"все сделали в течении часа, спасибо.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"спасибо, большое!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
большое спасибо я! оперативно все сделали!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
спасибо за фотоотчет,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо большое, свет сделали",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False
быстро отреагировали. пятерка! спасибо.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
мастер своего дела!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
спасибо!!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
отличный сантехник. спасибо за работу!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
замечания устранены,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
оперативно исправили неполадку. спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
огромная благодарность за оперативное и корректное решение моего вопроса!,5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,False,False
супер! спасибо большое!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
"спасибо, быстро и качественно",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
"татьяна - супер сотрудник, оперативно решает все вопросы, касательно аренды парковочного места в пригороде лесном. татьяна максимально ответственный и отзывчивый человек! лучший сотрудник в управляющей компании, по моему личному мнению!",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,False,False
реагировали быстро отключили сигнализацию пожарный тревоги. спасибо огромное!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо что проверили ! пеекрасная работа!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо! оперативно!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"ответили быстро, но увы ничего не смогут сделать.",3,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
спасибо за быстрое устранение проблемы,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"здравствуйте! большое спасибо дежурному диспетчеру-перезвонил в течение 5 минут от подачи заявки. благодарю за сотрудничество! с уважением, ю. п.",5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
